instant,dates,season,years,months,hours,holiday,day_a_week,weathersit,temp,atemp,hum,windspeed,casual,registered,total,days_category,hum_category
14428,2012-08-29,Summer,2012,Aug,8,Not,Wed,Clear,0.66,0.6212,0.61,0.1642,28,780,808,Weekday,Ideal
14429,2012-08-29,Summer,2012,Aug,9,Not,Wed,Clear,0.7,0.6515,0.51,0.194,40,308,348,Weekday,Ideal
14430,2012-08-29,Summer,2012,Aug,10,Not,Wed,Clear,0.72,0.6667,0.48,0.1642,34,144,178,Weekday,Ideal
14431,2012-08-29,Summer,2012,Aug,11,Not,Wed,Clear,0.72,0.6515,0.45,0.0,67,186,253,Weekday,Ideal
14432,2012-08-29,Summer,2012,Aug,12,Not,Wed,Clear,0.76,0.6818,0.4,0.0,79,281,360,Weekday,Too Dry
14433,2012-08-29,Summer,2012,Aug,13,Not,Wed,Clear,0.74,0.6667,0.42,0.0,68,232,300,Weekday,Too Dry
14434,2012-08-29,Summer,2012,Aug,14,Not,Wed,Clear,0.76,0.6818,0.4,0.0896,87,214,301,Weekday,Too Dry
14435,2012-08-29,Summer,2012,Aug,15,Not,Wed,Clear,0.76,0.6818,0.4,0.194,96,242,338,Weekday,Too Dry
14436,2012-08-29,Summer,2012,Aug,16,Not,Wed,Clear,0.76,0.6667,0.37,0.1343,104,389,493,Weekday,Too Dry
14437,2012-08-29,Summer,2012,Aug,17,Not,Wed,Clear,0.78,0.6818,0.35,0.2239,108,762,870,Weekday,Too Dry
14438,2012-08-29,Summer,2012,Aug,18,Not,Wed,Clear,0.74,0.6667,0.42,0.1642,119,693,812,Weekday,Too Dry
14439,2012-08-29,Summer,2012,Aug,19,Not,Wed,Clear,0.7,0.6515,0.54,0.194,120,523,643,Weekday,Ideal
14440,2012-08-29,Summer,2012,Aug,20,Not,Wed,Clear,0.68,0.6364,0.57,0.0,49,378,427,Weekday,Ideal
14441,2012-08-29,Summer,2012,Aug,21,Not,Wed,Clear,0.66,0.6212,0.54,0.1045,48,265,313,Weekday,Ideal
14442,2012-08-29,Summer,2012,Aug,22,Not,Wed,Clear,0.66,0.6212,0.54,0.0,50,185,235,Weekday,Ideal
14443,2012-08-29,Summer,2012,Aug,23,Not,Wed,Clear,0.66,0.6212,0.57,0.0,34,123,157,Weekday,Ideal
14444,2012-08-30,Summer,2012,Aug,0,Not,Thur,Clear,0.64,0.6061,0.69,0.0,14,51,65,Weekday,Too Moist
14445,2012-08-30,Summer,2012,Aug,1,Not,Thur,Clear,0.64,0.6061,0.65,0.0,6,17,23,Weekday,Too Moist
14446,2012-08-30,Summer,2012,Aug,2,Not,Thur,Clear,0.62,0.5909,0.73,0.0,3,14,17,Weekday,Too Moist
14447,2012-08-30,Summer,2012,Aug,3,Not,Thur,Clear,0.62,0.5909,0.73,0.0,0,5,5,Weekday,Too Moist
14448,2012-08-30,Summer,2012,Aug,4,Not,Thur,Clear,0.62,0.5909,0.73,0.0,4,4,8,Weekday,Too Moist
14449,2012-08-30,Summer,2012,Aug,5,Not,Thur,Clear,0.62,0.5909,0.73,0.0,2,33,35,Weekday,Too Moist
14450,2012-08-30,Summer,2012,Aug,6,Not,Thur,Clear,0.6,0.5606,0.83,0.1642,8,155,163,Weekday,Too Moist
14451,2012-08-30,Summer,2012,Aug,7,Not,Thur,Clear,0.64,0.6061,0.73,0.0,31,501,532,Weekday,Too Moist
14452,2012-08-30,Summer,2012,Aug,8,Not,Thur,Clear,0.66,0.6212,0.65,0.0,53,701,754,Weekday,Too Moist
14453,2012-08-30,Summer,2012,Aug,9,Not,Thur,Clear,0.7,0.6515,0.58,0.0,57,339,396,Weekday,Ideal
14454,2012-08-30,Summer,2012,Aug,10,Not,Thur,Clear,0.72,0.6667,0.54,0.0,73,161,234,Weekday,Ideal
14455,2012-08-30,Summer,2012,Aug,11,Not,Thur,Clear,0.76,0.6818,0.4,0.0896,85,191,276,Weekday,Too Dry
14456,2012-08-30,Summer,2012,Aug,12,Not,Thur,Clear,0.76,0.6818,0.45,0.1343,73,221,294,Weekday,Ideal
14457,2012-08-30,Summer,2012,Aug,13,Not,Thur,Clear,0.76,0.6818,0.48,0.1045,76,214,290,Weekday,Ideal
14458,2012-08-30,Summer,2012,Aug,14,Not,Thur,Clear,0.76,0.6818,0.48,0.1343,74,199,273,Weekday,Ideal
14459,2012-08-30,Summer,2012,Aug,15,Not,Thur,Clear,0.8,0.7273,0.46,0.1642,99,239,338,Weekday,Ideal
14460,2012-08-30,Summer,2012,Aug,16,Not,Thur,Clear,0.8,0.7273,0.43,0.1642,77,405,482,Weekday,Too Dry
14461,2012-08-30,Summer,2012,Aug,17,Not,Thur,Clear,0.82,0.7273,0.34,0.2239,93,751,844,Weekday,Too Dry
14462,2012-08-30,Summer,2012,Aug,18,Not,Thur,Clear,0.8,0.7121,0.38,0.1343,109,744,853,Weekday,Too Dry
14463,2012-08-30,Summer,2012,Aug,19,Not,Thur,Clear,0.76,0.6818,0.48,0.1343,78,532,610,Weekday,Ideal
14464,2012-08-30,Summer,2012,Aug,20,Not,Thur,Clear,0.74,0.6818,0.58,0.1642,68,403,471,Weekday,Ideal
14465,2012-08-30,Summer,2012,Aug,21,Not,Thur,Clear,0.72,0.6818,0.66,0.1343,32,275,307,Weekday,Too Moist
14466,2012-08-30,Summer,2012,Aug,22,Not,Thur,Clear,0.7,0.6515,0.7,0.0,38,253,291,Weekday,Too Moist
14467,2012-08-30,Summer,2012,Aug,23,Not,Thur,Clear,0.7,0.6667,0.74,0.1045,19,133,152,Weekday,Too Moist
14468,2012-08-31,Summer,2012,Aug,0,Not,Fri,Clear,0.68,0.6364,0.83,0.1642,13,69,82,Weekday,Too Moist
14469,2012-08-31,Summer,2012,Aug,1,Not,Fri,Clear,0.68,0.6364,0.83,0.1642,8,24,32,Weekday,Too Moist
14470,2012-08-31,Summer,2012,Aug,2,Not,Fri,Clear,0.66,0.5909,0.89,0.1343,9,11,20,Weekday,Too Moist
14471,2012-08-31,Summer,2012,Aug,3,Not,Fri,Clear,0.66,0.5909,0.89,0.1045,3,2,5,Weekday,Too Moist
14472,2012-08-31,Summer,2012,Aug,4,Not,Fri,Clear,0.64,0.5758,0.89,0.1343,0,7,7,Weekday,Too Moist
14473,2012-08-31,Summer,2012,Aug,5,Not,Fri,Clear,0.64,0.5758,0.89,0.1642,2,27,29,Weekday,Too Moist
14474,2012-08-31,Summer,2012,Aug,6,Not,Fri,Misty,0.64,0.5758,0.89,0.1642,7,101,108,Weekday,Too Moist
14475,2012-08-31,Summer,2012,Aug,7,Not,Fri,Misty,0.64,0.5758,0.89,0.0896,21,400,421,Weekday,Too Moist
14476,2012-08-31,Summer,2012,Aug,8,Not,Fri,Misty,0.7,0.6667,0.74,0.0,36,654,690,Weekday,Too Moist
14477,2012-08-31,Summer,2012,Aug,9,Not,Fri,Clear,0.74,0.697,0.7,0.0,61,337,398,Weekday,Too Moist
14478,2012-08-31,Summer,2012,Aug,10,Not,Fri,Clear,0.76,0.7121,0.62,0.0896,59,197,256,Weekday,Ideal
14479,2012-08-31,Summer,2012,Aug,11,Not,Fri,Clear,0.86,0.7424,0.28,0.2985,88,221,309,Weekday,Too Dry
14480,2012-08-31,Summer,2012,Aug,12,Not,Fri,Clear,0.86,0.7424,0.26,0.2537,120,290,410,Weekday,Too Dry
14481,2012-08-31,Summer,2012,Aug,13,Not,Fri,Clear,0.88,0.7576,0.27,0.3284,97,271,368,Weekday,Too Dry
14482,2012-08-31,Summer,2012,Aug,14,Not,Fri,Clear,0.9,0.7727,0.25,0.2239,112,324,436,Weekday,Too Dry
14483,2012-08-31,Summer,2012,Aug,15,Not,Fri,Clear,0.9,0.7879,0.27,0.2985,109,417,526,Weekday,Too Dry
14484,2012-08-31,Summer,2012,Aug,16,Not,Fri,Clear,0.9,0.7879,0.27,0.2537,111,417,528,Weekday,Too Dry
14485,2012-08-31,Summer,2012,Aug,17,Not,Fri,Clear,0.88,0.7727,0.32,0.1642,129,488,617,Weekday,Too Dry
14486,2012-08-31,Summer,2012,Aug,18,Not,Fri,Clear,0.86,0.7576,0.36,0.2537,87,459,546,Weekday,Too Dry
14487,2012-08-31,Summer,2012,Aug,19,Not,Fri,Clear,0.8,0.7424,0.49,0.1343,91,361,452,Weekday,Ideal
14488,2012-08-31,Summer,2012,Aug,20,Not,Fri,Clear,0.8,0.7424,0.49,0.1343,102,254,356,Weekday,Ideal
14489,2012-08-31,Summer,2012,Aug,21,Not,Fri,Clear,0.76,0.7121,0.58,0.194,71,232,303,Weekday,Ideal
14490,2012-08-31,Summer,2012,Aug,22,Not,Fri,Clear,0.76,0.7121,0.58,0.194,65,212,277,Weekday,Ideal
14491,2012-08-31,Summer,2012,Aug,23,Not,Fri,Clear,0.74,0.6818,0.62,0.1045,32,142,174,Weekday,Ideal
14492,2012-09-01,Summer,2012,Sep,0,Not,Sat,Clear,0.74,0.6818,0.62,0.1045,22,146,168,Weekend,Ideal
14493,2012-09-01,Summer,2012,Sep,1,Not,Sat,Clear,0.72,0.697,0.74,0.1343,11,68,79,Weekend,Too Moist
14494,2012-09-01,Summer,2012,Sep,2,Not,Sat,Clear,0.7,0.6515,0.7,0.1642,8,61,69,Weekend,Too Moist
14495,2012-09-01,Summer,2012,Sep,3,Not,Sat,Clear,0.7,0.6515,0.7,0.1045,6,29,35,Weekend,Too Moist
14496,2012-09-01,Summer,2012,Sep,4,Not,Sat,Clear,0.7,0.6515,0.7,0.0,3,9,12,Weekend,Too Moist
14497,2012-09-01,Summer,2012,Sep,5,Not,Sat,Clear,0.68,0.6364,0.79,0.0,2,20,22,Weekend,Too Moist
14498,2012-09-01,Summer,2012,Sep,6,Not,Sat,Clear,0.68,0.6364,0.79,0.0,13,23,36,Weekend,Too Moist
14499,2012-09-01,Summer,2012,Sep,7,Not,Sat,Misty,0.74,0.6818,0.58,0.1343,8,58,66,Weekend,Ideal
14500,2012-09-01,Summer,2012,Sep,8,Not,Sat,Misty,0.76,0.7121,0.58,0.2537,28,134,162,Weekend,Ideal
14501,2012-09-01,Summer,2012,Sep,9,Not,Sat,Misty,0.76,0.7121,0.58,0.194,62,175,237,Weekend,Ideal
14502,2012-09-01,Summer,2012,Sep,10,Not,Sat,Misty,0.78,0.7273,0.55,0.194,128,289,417,Weekend,Ideal
14503,2012-09-01,Summer,2012,Sep,11,Not,Sat,Misty,0.8,0.7576,0.55,0.2239,219,273,492,Weekend,Ideal
14504,2012-09-01,Summer,2012,Sep,12,Not,Sat,Misty,0.8,0.7576,0.55,0.1642,187,284,471,Weekend,Ideal
14505,2012-09-01,Summer,2012,Sep,13,Not,Sat,Misty,0.82,0.7727,0.52,0.0896,237,267,504,Weekend,Ideal
14506,2012-09-01,Summer,2012,Sep,14,Not,Sat,Misty,0.86,0.7879,0.44,0.1642,240,274,514,Weekend,Too Dry
14507,2012-09-01,Summer,2012,Sep,15,Not,Sat,Misty,0.86,0.7879,0.44,0.2836,257,306,563,Weekend,Too Dry
14508,2012-09-01,Summer,2012,Sep,16,Not,Sat,Misty,0.84,0.7879,0.49,0.1642,209,253,462,Weekend,Ideal
14509,2012-09-01,Summer,2012,Sep,17,Not,Sat,Misty,0.82,0.7727,0.52,0.0,205,258,463,Weekend,Ideal
14510,2012-09-01,Summer,2012,Sep,18,Not,Sat,Misty,0.82,0.7727,0.52,0.0,184,258,442,Weekend,Ideal
14511,2012-09-01,Summer,2012,Sep,19,Not,Sat,Light_Rain,0.78,0.7424,0.62,0.0,157,235,392,Weekend,Ideal
14512,2012-09-01,Summer,2012,Sep,20,Not,Sat,Light_Rain,0.76,0.7273,0.67,0.2537,67,140,207,Weekend,Too Moist
14513,2012-09-01,Summer,2012,Sep,21,Not,Sat,Light_Rain,0.64,0.5758,0.89,0.0,21,83,104,Weekend,Too Moist
14514,2012-09-01,Summer,2012,Sep,22,Not,Sat,Misty,0.66,0.5909,0.89,0.0,21,57,78,Weekend,Too Moist
14515,2012-09-01,Summer,2012,Sep,23,Not,Sat,Clear,0.66,0.5909,0.89,0.0896,57,88,145,Weekend,Too Moist
14516,2012-09-02,Summer,2012,Sep,0,Not,Sun,Misty,0.66,0.5909,0.89,0.0896,27,72,99,Weekend,Too Moist
14517,2012-09-02,Summer,2012,Sep,1,Not,Sun,Clear,0.66,0.5909,0.89,0.0,15,58,73,Weekend,Too Moist
14518,2012-09-02,Summer,2012,Sep,2,Not,Sun,Clear,0.66,0.5909,0.89,0.0,28,56,84,Weekend,Too Moist
14519,2012-09-02,Summer,2012,Sep,3,Not,Sun,Clear,0.66,0.5909,0.89,0.0896,9,33,42,Weekend,Too Moist
14520,2012-09-02,Summer,2012,Sep,4,Not,Sun,Clear,0.66,0.5909,0.89,0.0,7,15,22,Weekend,Too Moist
14521,2012-09-02,Summer,2012,Sep,5,Not,Sun,Clear,0.66,0.5909,0.89,0.0,2,10,12,Weekend,Too Moist
14522,2012-09-02,Summer,2012,Sep,6,Not,Sun,Misty,0.66,0.5909,0.89,0.0,2,13,15,Weekend,Too Moist
14523,2012-09-02,Summer,2012,Sep,7,Not,Sun,Clear,0.66,0.5909,0.94,0.0896,13,29,42,Weekend,Too Moist
14524,2012-09-02,Summer,2012,Sep,8,Not,Sun,Clear,0.68,0.6364,0.89,0.0896,30,99,129,Weekend,Too Moist
14525,2012-09-02,Summer,2012,Sep,9,Not,Sun,Misty,0.7,0.6667,0.84,0.0,88,144,232,Weekend,Too Moist
14526,2012-09-02,Summer,2012,Sep,10,Not,Sun,Misty,0.72,0.697,0.79,0.0,158,230,388,Weekend,Too Moist
14527,2012-09-02,Summer,2012,Sep,11,Not,Sun,Misty,0.74,0.697,0.7,0.0,226,263,489,Weekend,Too Moist
14528,2012-09-02,Summer,2012,Sep,12,Not,Sun,Light_Rain,0.74,0.697,0.7,0.0,248,297,545,Weekend,Too Moist
14529,2012-09-02,Summer,2012,Sep,13,Not,Sun,Light_Rain,0.72,0.697,0.74,0.0896,263,230,493,Weekend,Too Moist
14530,2012-09-02,Summer,2012,Sep,14,Not,Sun,Light_Rain,0.72,0.697,0.79,0.0896,249,208,457,Weekend,Too Moist
14531,2012-09-02,Summer,2012,Sep,15,Not,Sun,Light_Rain,0.74,0.7121,0.74,0.1343,179,176,355,Weekend,Too Moist
14532,2012-09-02,Summer,2012,Sep,16,Not,Sun,Clear,0.74,0.697,0.7,0.0,222,252,474,Weekend,Too Moist
14533,2012-09-02,Summer,2012,Sep,17,Not,Sun,Clear,0.76,0.7273,0.66,0.0896,219,284,503,Weekend,Too Moist
14534,2012-09-02,Summer,2012,Sep,18,Not,Sun,Clear,0.74,0.7121,0.74,0.0,227,273,500,Weekend,Too Moist
14535,2012-09-02,Summer,2012,Sep,19,Not,Sun,Misty,0.7,0.6667,0.84,0.2239,140,152,292,Weekend,Too Moist
14536,2012-09-02,Summer,2012,Sep,20,Not,Sun,Misty,0.7,0.6667,0.84,0.1642,63,41,104,Weekend,Too Moist
14537,2012-09-02,Summer,2012,Sep,21,Not,Sun,Clear,0.7,0.6515,0.7,0.1642,79,92,171,Weekend,Too Moist
14538,2012-09-02,Summer,2012,Sep,22,Not,Sun,Light_Rain,0.68,0.6364,0.83,0.1343,66,100,166,Weekend,Too Moist
14539,2012-09-02,Summer,2012,Sep,23,Not,Sun,Light_Rain,0.66,0.5909,0.89,0.0896,53,70,123,Weekend,Too Moist
14540,2012-09-03,Summer,2012,Sep,0,Yes,Mon,Misty,0.66,0.5909,0.94,0.0,42,62,104,Weekday,Too Moist
14541,2012-09-03,Summer,2012,Sep,1,Yes,Mon,Misty,0.68,0.6364,0.89,0.1642,18,37,55,Weekday,Too Moist
14542,2012-09-03,Summer,2012,Sep,2,Yes,Mon,Clear,0.66,0.5909,0.89,0.1045,10,30,40,Weekday,Too Moist
14543,2012-09-03,Summer,2012,Sep,3,Yes,Mon,Clear,0.66,0.5909,0.89,0.1343,6,22,28,Weekday,Too Moist
14544,2012-09-03,Summer,2012,Sep,4,Yes,Mon,Clear,0.66,0.5909,0.89,0.0896,6,5,11,Weekday,Too Moist
14545,2012-09-03,Summer,2012,Sep,5,Yes,Mon,Clear,0.66,0.5909,0.89,0.0,1,3,4,Weekday,Too Moist
14546,2012-09-03,Summer,2012,Sep,6,Yes,Mon,Clear,0.66,0.5909,0.94,0.0,3,12,15,Weekday,Too Moist
14547,2012-09-03,Summer,2012,Sep,7,Yes,Mon,Clear,0.68,0.6364,0.85,0.0,6,37,43,Weekday,Too Moist
14548,2012-09-03,Summer,2012,Sep,8,Yes,Mon,Misty,0.7,0.6667,0.84,0.1045,36,91,127,Weekday,Too Moist
14549,2012-09-03,Summer,2012,Sep,9,Yes,Mon,Misty,0.7,0.6667,0.84,0.1343,71,158,229,Weekday,Too Moist
14550,2012-09-03,Summer,2012,Sep,10,Yes,Mon,Misty,0.74,0.7121,0.74,0.2239,135,224,359,Weekday,Too Moist
14551,2012-09-03,Summer,2012,Sep,11,Yes,Mon,Misty,0.74,0.697,0.7,0.2836,187,272,459,Weekday,Too Moist
14552,2012-09-03,Summer,2012,Sep,12,Yes,Mon,Misty,0.76,0.7121,0.62,0.2985,191,352,543,Weekday,Ideal
14553,2012-09-03,Summer,2012,Sep,13,Yes,Mon,Misty,0.76,0.7273,0.66,0.2537,209,357,566,Weekday,Too Moist
14554,2012-09-03,Summer,2012,Sep,14,Yes,Mon,Clear,0.74,0.697,0.7,0.2985,163,349,512,Weekday,Too Moist
14555,2012-09-03,Summer,2012,Sep,15,Yes,Mon,Clear,0.74,0.697,0.7,0.2239,168,281,449,Weekday,Too Moist
14556,2012-09-03,Summer,2012,Sep,16,Yes,Mon,Clear,0.74,0.697,0.7,0.2239,165,335,500,Weekday,Too Moist
14557,2012-09-03,Summer,2012,Sep,17,Yes,Mon,Clear,0.74,0.697,0.7,0.1343,181,317,498,Weekday,Too Moist
14558,2012-09-03,Summer,2012,Sep,18,Yes,Mon,Clear,0.74,0.697,0.66,0.1642,145,337,482,Weekday,Too Moist
14559,2012-09-03,Summer,2012,Sep,19,Yes,Mon,Clear,0.72,0.697,0.74,0.194,73,301,374,Weekday,Too Moist
14560,2012-09-03,Summer,2012,Sep,20,Yes,Mon,Clear,0.72,0.6818,0.76,0.1045,78,183,261,Weekday,Too Moist
14561,2012-09-03,Summer,2012,Sep,21,Yes,Mon,Clear,0.72,0.6818,0.76,0.1045,42,142,184,Weekday,Too Moist
14562,2012-09-03,Summer,2012,Sep,22,Yes,Mon,Misty,0.7,0.6667,0.84,0.1343,17,104,121,Weekday,Too Moist
14563,2012-09-03,Summer,2012,Sep,23,Yes,Mon,Misty,0.7,0.6667,0.84,0.2537,12,58,70,Weekday,Too Moist
14564,2012-09-04,Summer,2012,Sep,0,Not,Tue,Misty,0.7,0.6667,0.84,0.2537,10,19,29,Weekday,Too Moist
14565,2012-09-04,Summer,2012,Sep,1,Not,Tue,Clear,0.68,0.6364,0.82,0.1343,15,9,24,Weekday,Too Moist
14566,2012-09-04,Summer,2012,Sep,2,Not,Tue,Clear,0.68,0.6364,0.82,0.1343,1,4,5,Weekday,Too Moist
14567,2012-09-04,Summer,2012,Sep,3,Not,Tue,Misty,0.66,0.5909,0.89,0.0896,1,9,10,Weekday,Too Moist
14568,2012-09-04,Summer,2012,Sep,4,Not,Tue,Misty,0.66,0.5909,0.89,0.0,0,8,8,Weekday,Too Moist
14569,2012-09-04,Summer,2012,Sep,5,Not,Tue,Misty,0.66,0.5909,0.89,0.0,1,37,38,Weekday,Too Moist
14570,2012-09-04,Summer,2012,Sep,6,Not,Tue,Misty,0.68,0.6364,0.89,0.1045,7,165,172,Weekday,Too Moist
14571,2012-09-04,Summer,2012,Sep,7,Not,Tue,Misty,0.68,0.6364,0.89,0.1045,13,480,493,Weekday,Too Moist
14572,2012-09-04,Summer,2012,Sep,8,Not,Tue,Clear,0.7,0.6667,0.84,0.1642,15,617,632,Weekday,Too Moist
14573,2012-09-04,Summer,2012,Sep,9,Not,Tue,Misty,0.72,0.697,0.79,0.2239,30,293,323,Weekday,Too Moist
14574,2012-09-04,Summer,2012,Sep,10,Not,Tue,Misty,0.72,0.697,0.74,0.2537,42,130,172,Weekday,Too Moist
14575,2012-09-04,Summer,2012,Sep,11,Not,Tue,Misty,0.74,0.697,0.7,0.2836,39,159,198,Weekday,Too Moist
14576,2012-09-04,Summer,2012,Sep,12,Not,Tue,Clear,0.76,0.7273,0.7,0.2836,54,233,287,Weekday,Too Moist
14577,2012-09-04,Summer,2012,Sep,13,Not,Tue,Clear,0.8,0.7576,0.55,0.4478,72,203,275,Weekday,Ideal
14578,2012-09-04,Summer,2012,Sep,14,Not,Tue,Clear,0.8,0.7576,0.55,0.4179,72,202,274,Weekday,Ideal
14579,2012-09-04,Summer,2012,Sep,15,Not,Tue,Clear,0.8,0.7727,0.59,0.4627,68,224,292,Weekday,Ideal
14580,2012-09-04,Summer,2012,Sep,16,Not,Tue,Clear,0.76,0.7273,0.7,0.4179,61,397,458,Weekday,Too Moist
14581,2012-09-04,Summer,2012,Sep,17,Not,Tue,Clear,0.76,0.7273,0.7,0.3582,110,746,856,Weekday,Too Moist
14582,2012-09-04,Summer,2012,Sep,18,Not,Tue,Clear,0.76,0.7424,0.75,0.2239,94,745,839,Weekday,Too Moist
14583,2012-09-04,Summer,2012,Sep,19,Not,Tue,Clear,0.76,0.7273,0.7,0.2239,50,502,552,Weekday,Too Moist
14584,2012-09-04,Summer,2012,Sep,20,Not,Tue,Clear,0.74,0.697,0.7,0.2537,47,338,385,Weekday,Too Moist
14585,2012-09-04,Summer,2012,Sep,21,Not,Tue,Clear,0.74,0.7121,0.74,0.2537,28,240,268,Weekday,Too Moist
14586,2012-09-04,Summer,2012,Sep,22,Not,Tue,Clear,0.74,0.697,0.7,0.2836,25,154,179,Weekday,Too Moist
14587,2012-09-04,Summer,2012,Sep,23,Not,Tue,Clear,0.72,0.697,0.74,0.2985,12,83,95,Weekday,Too Moist
14588,2012-09-05,Summer,2012,Sep,0,Not,Wed,Clear,0.72,0.697,0.74,0.2537,10,27,37,Weekday,Too Moist
14589,2012-09-05,Summer,2012,Sep,1,Not,Wed,Clear,0.7,0.6667,0.84,0.194,2,11,13,Weekday,Too Moist
14590,2012-09-05,Summer,2012,Sep,2,Not,Wed,Clear,0.7,0.6667,0.84,0.194,0,9,9,Weekday,Too Moist
14591,2012-09-05,Summer,2012,Sep,3,Not,Wed,Clear,0.7,0.6667,0.79,0.2836,0,4,4,Weekday,Too Moist
14592,2012-09-05,Summer,2012,Sep,4,Not,Wed,Clear,0.7,0.6667,0.79,0.2836,2,3,5,Weekday,Too Moist
14593,2012-09-05,Summer,2012,Sep,5,Not,Wed,Misty,0.7,0.6667,0.79,0.2985,1,39,40,Weekday,Too Moist
14594,2012-09-05,Summer,2012,Sep,6,Not,Wed,Clear,0.7,0.6667,0.79,0.2836,7,203,210,Weekday,Too Moist
14595,2012-09-05,Summer,2012,Sep,7,Not,Wed,Misty,0.7,0.6667,0.79,0.2537,11,489,500,Weekday,Too Moist
14596,2012-09-05,Summer,2012,Sep,8,Not,Wed,Clear,0.72,0.697,0.74,0.194,33,692,725,Weekday,Too Moist
14597,2012-09-05,Summer,2012,Sep,9,Not,Wed,Clear,0.74,0.697,0.7,0.2537,27,263,290,Weekday,Too Moist
14598,2012-09-05,Summer,2012,Sep,10,Not,Wed,Misty,0.76,0.7273,0.7,0.1642,54,181,235,Weekday,Too Moist
14599,2012-09-05,Summer,2012,Sep,11,Not,Wed,Misty,0.78,0.7424,0.62,0.1642,61,156,217,Weekday,Ideal
14600,2012-09-05,Summer,2012,Sep,12,Not,Wed,Clear,0.78,0.7727,0.7,0.1045,49,217,266,Weekday,Too Moist
14601,2012-09-05,Summer,2012,Sep,13,Not,Wed,Clear,0.8,0.7879,0.63,0.1642,50,184,234,Weekday,Ideal
14602,2012-09-05,Summer,2012,Sep,14,Not,Wed,Clear,0.82,0.7879,0.56,0.1045,34,177,211,Weekday,Ideal
14603,2012-09-05,Summer,2012,Sep,15,Not,Wed,Clear,0.78,0.7727,0.7,0.194,41,204,245,Weekday,Too Moist
14604,2012-09-05,Summer,2012,Sep,16,Not,Wed,Clear,0.76,0.7273,0.7,0.2537,86,344,430,Weekday,Too Moist
14605,2012-09-05,Summer,2012,Sep,17,Not,Wed,Clear,0.76,0.7273,0.66,0.2537,83,780,863,Weekday,Too Moist
14606,2012-09-05,Summer,2012,Sep,18,Not,Wed,Clear,0.76,0.7424,0.75,0.194,82,757,839,Weekday,Too Moist
14607,2012-09-05,Summer,2012,Sep,19,Not,Wed,Clear,0.74,0.697,0.7,0.1642,64,598,662,Weekday,Too Moist
14608,2012-09-05,Summer,2012,Sep,20,Not,Wed,Clear,0.72,0.7121,0.84,0.1642,55,357,412,Weekday,Too Moist
14609,2012-09-05,Summer,2012,Sep,21,Not,Wed,Clear,0.72,0.697,0.79,0.0,18,278,296,Weekday,Too Moist
14610,2012-09-05,Summer,2012,Sep,22,Not,Wed,Clear,0.72,0.697,0.79,0.0,38,181,219,Weekday,Too Moist
14611,2012-09-05,Summer,2012,Sep,23,Not,Wed,Clear,0.7,0.6667,0.84,0.0896,24,126,150,Weekday,Too Moist
14612,2012-09-06,Summer,2012,Sep,0,Not,Thur,Misty,0.7,0.6667,0.84,0.0896,30,35,65,Weekday,Too Moist
14613,2012-09-06,Summer,2012,Sep,1,Not,Thur,Misty,0.7,0.6667,0.84,0.0,2,16,18,Weekday,Too Moist
14614,2012-09-06,Summer,2012,Sep,2,Not,Thur,Clear,0.72,0.697,0.79,0.0,1,7,8,Weekday,Too Moist
14615,2012-09-06,Summer,2012,Sep,3,Not,Thur,Clear,0.7,0.6667,0.84,0.1045,0,9,9,Weekday,Too Moist
14616,2012-09-06,Summer,2012,Sep,4,Not,Thur,Misty,0.7,0.6667,0.84,0.0896,0,8,8,Weekday,Too Moist
14617,2012-09-06,Summer,2012,Sep,5,Not,Thur,Misty,0.7,0.6667,0.84,0.194,3,35,38,Weekday,Too Moist
14618,2012-09-06,Summer,2012,Sep,6,Not,Thur,Misty,0.7,0.6667,0.84,0.0896,11,189,200,Weekday,Too Moist
14619,2012-09-06,Summer,2012,Sep,7,Not,Thur,Misty,0.7,0.6667,0.84,0.1045,21,461,482,Weekday,Too Moist
14620,2012-09-06,Summer,2012,Sep,8,Not,Thur,Light_Rain,0.7,0.6667,0.79,0.0,24,622,646,Weekday,Too Moist
14621,2012-09-06,Summer,2012,Sep,9,Not,Thur,Light_Rain,0.66,0.5909,0.94,0.1343,8,115,123,Weekday,Too Moist
14622,2012-09-06,Summer,2012,Sep,10,Not,Thur,Light_Rain,0.66,0.5909,0.94,0.1343,9,40,49,Weekday,Too Moist
14623,2012-09-06,Summer,2012,Sep,11,Not,Thur,Light_Rain,0.7,0.6667,0.84,0.1642,10,52,62,Weekday,Too Moist
14624,2012-09-06,Summer,2012,Sep,12,Not,Thur,Misty,0.72,0.697,0.79,0.2239,11,126,137,Weekday,Too Moist
14625,2012-09-06,Summer,2012,Sep,13,Not,Thur,Misty,0.72,0.697,0.79,0.1045,39,152,191,Weekday,Too Moist
14626,2012-09-06,Summer,2012,Sep,14,Not,Thur,Clear,0.74,0.7121,0.74,0.0896,38,178,216,Weekday,Too Moist
14627,2012-09-06,Summer,2012,Sep,15,Not,Thur,Clear,0.74,0.697,0.66,0.194,42,228,270,Weekday,Too Moist
14628,2012-09-06,Summer,2012,Sep,16,Not,Thur,Clear,0.74,0.697,0.7,0.2239,42,374,416,Weekday,Too Moist
14629,2012-09-06,Summer,2012,Sep,17,Not,Thur,Clear,0.74,0.697,0.7,0.2537,67,741,808,Weekday,Too Moist
14630,2012-09-06,Summer,2012,Sep,18,Not,Thur,Clear,0.72,0.6818,0.7,0.2537,74,761,835,Weekday,Too Moist
